[2026-01-25 22:23:13,264 INFO -Loading CSV -> MySQL | account.csv --> account]
[2026-01-25 22:23:14,459 INFO - Loaded 4500 rows into `account`]
[2026-01-25 22:23:14,459 INFO -Loading CSV -> MySQL | card.csv --> card]
[2026-01-25 22:23:14,910 INFO - Loaded 892 rows into `card`]
[2026-01-25 22:23:14,911 INFO -Loading CSV -> MySQL | client.csv --> client]
[2026-01-25 22:23:15,572 INFO - Loaded 5369 rows into `client`]
[2026-01-25 22:23:15,572 INFO -Loading CSV -> MySQL | disp.csv --> disp]
[2026-01-25 22:23:16,325 INFO - Loaded 5369 rows into `disp`]
[2026-01-25 22:23:16,326 INFO -Loading CSV -> MySQL | district.csv --> district]
[2026-01-25 22:23:16,688 INFO - Loaded 77 rows into `district`]
[2026-01-25 22:23:16,689 INFO -Loading CSV -> MySQL | loan.csv --> loan]
[2026-01-25 22:23:17,123 INFO - Loaded 682 rows into `loan`]
[2026-01-25 22:23:17,124 INFO -Loading CSV -> MySQL | orders.csv --> orders]
[2026-01-25 22:23:18,269 INFO - Loaded 6471 rows into `orders`]
[2026-01-25 22:23:18,269 INFO -Loading CSV -> MySQL | transaction_data.csv --> transaction_data]
[2026-01-25 22:23:20,442 INFO - Loaded 10000 rows into `transaction_data`]
[2026-01-25 22:23:20,443 INFO - All raw CSV files loaded into MySQL successfully]
